Title,Certificate,Rating,Metascore,Scaled Rating,ScaledRating
Playing It Cool,R,5.9,30.0,59.0,59.0
Medieval,R,5.9,46.0,59.0,59.0
The Great Wall,PG-13,5.9,42.0,59.0,59.0
The Kid,R,5.9,51.0,59.0,59.0
88 Minutes,UA,5.9,17.0,59.0,59.0
Mary Magdalene,UA,5.9,48.0,59.0,59.0
Final Destination 5,A,5.9,50.0,59.0,59.0
And So It Goes,PG-13,5.9,38.0,59.0,59.0
The Incredible Burt Wonderstone,A,5.9,44.0,59.0,59.0
Doomsday,A,5.9,51.0,59.0,59.0
The Prodigy,R,5.9,45.0,59.0,59.0
A Fall from Grace,16,5.9,34.0,59.0,59.0
Orphan: First Kill,A,5.9,54.0,59.0,59.0
Suicide Squad,UA,5.9,40.0,59.0,59.0
Another 48 Hrs.,UA,5.9,23.0,59.0,59.0
The Woman in Red,A,5.9,55.0,59.0,59.0
Fatman,R,5.9,40.0,59.0,59.0
Daylight,UA,5.9,47.0,59.0,59.0
Office Christmas Party,R,5.9,42.0,59.0,59.0
Deep Blue Sea,A,5.9,54.0,59.0,59.0
Shazam! Fury of the Gods,UA,5.9,47.0,59.0,59.0
American Outlaws,16,5.9,25.0,59.0,59.0
Holy Smoke,R,5.9,57.0,59.0,59.0
The Boogeyman,A,5.9,55.0,59.0,59.0
Isn't It Romantic,PG-13,5.9,60.0,59.0,59.0
Around the World in 80 Days,7,5.9,49.0,59.0,59.0
Percy Jackson & the Olympians: The Lightning Thief,U,5.9,47.0,59.0,59.0
The Rookie,UA,5.9,41.0,59.0,59.0
The One,A,5.9,25.0,59.0,59.0
Nacho Libre,PG,5.9,52.0,59.0,59.0
Sanctum,R,5.9,42.0,59.0,59.0
I Now Pronounce You Chuck & Larry,UA,5.9,37.0,59.0,59.0
Annabelle Comes Home,A,5.9,53.0,59.0,59.0
Southbound,R,5.9,58.0,59.0,59.0
Eros,R,5.9,51.0,59.0,59.0
Hostel,A,5.9,55.0,59.0,59.0
Analyze That,R,5.9,37.0,59.0,59.0
54,R,5.9,33.0,59.0,59.0
Father of the Bride,PG-13,5.9,65.0,59.0,59.0
Rock of Ages,A,5.9,47.0,59.0,59.0
Barbarella,U,5.9,51.0,59.0,59.0
February,R,5.9,68.0,59.0,59.0
Return of the Living Dead III,R,5.9,47.0,59.0,59.0
Till Death,R,5.9,66.0,59.0,59.0
2 Fast 2 Furious,A,5.9,38.0,59.0,59.0
Genie,PG,5.9,35.0,59.0,59.0
Monolith,R,5.9,61.0,59.0,59.0
Species,A,5.9,49.0,59.0,59.0
Planes: Fire & Rescue,U,5.9,48.0,59.0,59.0
For Keeps?,U,5.9,41.0,59.0,59.0
Teen Witch,U,6.0,46.0,60.0,60.0
Blue Beetle,18,6.0,61.0,60.0,60.0
Arthur et les Minimoys,U,6.0,39.0,60.0,60.0
Those Who Wish Me Dead,UA 16+,6.0,59.0,60.0,60.0
No One Lives,R,6.0,26.0,60.0,60.0
The Golden Child,U,6.0,37.0,60.0,60.0
Shark Tale,U,6.0,48.0,60.0,60.0
Sisters,R,6.0,58.0,60.0,60.0
The Last Song,U,6.0,33.0,60.0,60.0
Loverboy,A,6.0,36.0,60.0,60.0
The Night Flier,A,6.0,36.0,60.0,60.0
Friday the 13th: The Final Chapter,UA,6.0,33.0,60.0,60.0
Mannequin,PG,6.0,21.0,60.0,60.0
Six Pack,U,6.0,45.0,60.0,60.0
Finestkind,R,6.0,44.0,60.0,60.0
Landscape with Invisible Hand,R,6.0,53.0,60.0,60.0
Night at the Museum: Battle of the Smithsonian,U,6.0,42.0,60.0,60.0
The Zero Theorem,R,6.0,50.0,60.0,60.0
Legal Eagles,U,6.0,57.0,60.0,60.0
All the Right Moves,A,6.0,62.0,60.0,60.0
Corner Office,PG-13,6.0,47.0,60.0,60.0
Infinity Pool,R,6.0,72.0,60.0,60.0
Mr. Malcolm's List,PG,6.0,65.0,60.0,60.0
The Condemned,R,6.0,23.0,60.0,60.0
The Woman,R,6.0,58.0,60.0,60.0
Horse Girl,18,6.0,61.0,60.0,60.0
Absolutely Anything,UA,6.0,31.0,60.0,60.0
13 Ghosts,A,6.0,56.0,60.0,60.0
Girls Just Want to Have Fun,U,6.0,56.0,60.0,60.0
The Good Neighbor,R,6.0,49.0,60.0,60.0
Indecent Proposal,A,6.0,45.0,60.0,60.0
Erased,R,6.0,34.0,60.0,60.0
Captive State,UA,6.0,54.0,60.0,60.0
The Ultimate Life,PG,6.0,19.0,60.0,60.0
The Substitute,R,6.0,41.0,60.0,60.0
Backcountry,R,6.0,62.0,60.0,60.0
Beloved,R,6.0,58.0,60.0,60.0
Exodus: Gods and Kings,UA,6.0,52.0,60.0,60.0
Becky,R,6.0,54.0,60.0,60.0
Mr. Harrigan's Phone,UA 13+,6.0,55.0,60.0,60.0
Split Second,R,6.0,26.0,60.0,60.0
The Rite,PG-13,6.0,38.0,60.0,60.0
Dante's Peak,UA,6.0,43.0,60.0,60.0
Righteous Kill,A,6.0,36.0,60.0,60.0
Jexi,R,6.0,39.0,60.0,60.0
Walk of Shame,R,6.0,25.0,60.0,60.0
The Big Hit,R,6.0,31.0,60.0,60.0
Trolls Band Together,PG,6.0,53.0,60.0,60.0
Unhinged,A,6.0,40.0,60.0,60.0
House of 1000 Corpses,A,6.0,31.0,60.0,60.0
Mike and Dave Need Wedding Dates,R,6.0,51.0,60.0,60.0
Maniac Cop,Not Rated,6.0,40.0,60.0,60.0
The Indian in the Cupboard,U,6.0,58.0,60.0,60.0
Beneath the Planet of the Apes,U,6.0,46.0,60.0,60.0
Godzilla: King of the Monsters,UA,6.0,48.0,60.0,60.0
Haunted Mansion,PG-13,6.0,47.0,60.0,60.0
Honest Thief,PG-13,6.0,46.0,60.0,60.0
Priceless,PG-13,6.0,41.0,60.0,60.0
Her Smell,R,6.0,70.0,60.0,60.0
Transformers: Rise of the Beasts,UA,6.0,42.0,60.0,60.0
Autómata,R,6.0,37.0,60.0,60.0
Flower,R,6.0,45.0,60.0,60.0
Project Power,16,6.0,51.0,60.0,60.0
Mr. Popper's Penguins,U,6.0,53.0,60.0,60.0
Hope Floats,UA,6.0,43.0,60.0,60.0
Destination Wedding,UA,6.0,46.0,60.0,60.0
Home Team,7,6.0,23.0,60.0,60.0
Get Hard,R,6.0,34.0,60.0,60.0
Hotel Transylvania: Transformania,U,6.0,46.0,60.0,60.0
Mil gritos tiene la noche,A,6.0,68.0,60.0,60.0
Quarantine,A,6.0,53.0,60.0,60.0
Sleeping Dogs,R,6.0,43.0,60.0,60.0
Along Came Polly,UA,6.0,44.0,60.0,60.0
Overboard,PG-13,6.0,42.0,60.0,60.0
Werewolves Within,R,6.0,66.0,60.0,60.0
Greta,UA,6.0,54.0,60.0,60.0
Shallow Hal,UA,6.0,48.0,60.0,60.0
Moving On,R,6.0,60.0,60.0,60.0
Taken 3,A,6.0,26.0,60.0,60.0
The Object of My Affection,R,6.0,52.0,60.0,60.0
Joe Dirt,U,6.0,20.0,60.0,60.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,U,6.0,45.0,60.0,60.0
13,R,6.0,29.0,60.0,60.0
Halloween,A,6.0,47.0,60.0,60.0
Equals,PG-13,6.0,43.0,60.0,60.0
Bedtime Stories,U,6.0,33.0,60.0,60.0
Don't Breathe 2,A,6.0,46.0,60.0,60.0
Z for Zachariah,PG-13,6.0,68.0,60.0,60.0
The Midnight Meat Train,R,6.0,58.0,60.0,60.0
V/H/S/2,A,6.0,49.0,60.0,60.0
Mimic,R,6.0,56.0,60.0,60.0
What's Your Number?,A,6.0,35.0,60.0,60.0
Pink Flamingos,Not Rated,6.0,47.0,60.0,60.0
The Tourist,UA,6.0,37.0,60.0,60.0
G.I. Jane,R,6.0,62.0,60.0,60.0
Body Snatchers,UA,6.0,65.0,60.0,60.0
Creepshow 2,A,6.0,39.0,60.0,60.0
Immortals,A,6.0,46.0,60.0,60.0
Bridget Jones: The Edge of Reason,UA,6.0,44.0,60.0,60.0
Hercules,U,6.0,47.0,60.0,60.0
Tragedy Girls,R,6.0,58.0,60.0,60.0
Baby Mama,UA,6.0,55.0,60.0,60.0
Relic,R,6.0,77.0,60.0,60.0
Never Been Kissed,UA,6.0,60.0,60.0,60.0
Original Sin,U,6.0,33.0,60.0,60.0
Eileen,R,6.0,72.0,60.0,60.0
The Jungle Book,PG,6.0,63.0,60.0,60.0
The Riot Club,R,6.0,54.0,60.0,60.0
Hocus Pocus 2,UA 13+,6.0,56.0,60.0,60.0
Valley of the Dolls,PG-13,6.0,49.0,60.0,60.0
Assassination Nation,R,6.0,54.0,60.0,60.0
The Gambler,R,6.0,55.0,60.0,60.0
Nights in Rodanthe,UA,6.0,39.0,60.0,60.0
Made in Italy,R,6.0,44.0,60.0,60.0
World Trade Center,U,6.0,66.0,60.0,60.0
Tequila Sunrise,A,6.0,62.0,60.0,60.0
My Big Fat Greek Wedding 2,U,6.0,37.0,60.0,60.0
The Blackening,R,6.0,67.0,60.0,60.0
The Lego Ninjago Movie,UA,6.0,55.0,60.0,60.0
My Cousin Rachel,PG-13,6.0,63.0,60.0,60.0
Unfriended: Dark Web,16,6.0,53.0,60.0,60.0
Grown Ups,A,6.0,30.0,60.0,60.0
How to Be a Latin Lover,PG-13,6.0,54.0,60.0,60.0
Smurfs: The Lost Village,UA,6.0,40.0,60.0,60.0
On the Road,R,6.0,56.0,60.0,60.0
King Kong,U,6.0,61.0,60.0,60.0
The Net,U,6.0,51.0,60.0,60.0
6 Souls,R,6.0,28.0,60.0,60.0
Mortal Kombat,A,6.0,44.0,60.0,60.0
The Peacemaker,A,6.0,43.0,60.0,60.0
My Old Ass,R,6.0,78.0,60.0,60.0
Super Troopers 2,R,6.0,41.0,60.0,60.0
In Dubious Battle,R,6.0,43.0,60.0,60.0
Free Willy,PG,6.0,79.0,60.0,60.0
Cat Person,R,6.0,48.0,60.0,60.0
You Are So Not Invited to My Bat Mitzvah,PG-13,6.0,71.0,60.0,60.0
The Fast and the Furious: Tokyo Drift,UA,6.0,45.0,60.0,60.0
The Time Machine,U,6.0,42.0,60.0,60.0
The Other Woman,A,6.0,39.0,60.0,60.0
The Lodge,18,6.0,64.0,60.0,60.0
Stuart Little,U,6.0,61.0,60.0,60.0
Death Wish II,A,6.0,11.0,60.0,60.0
Intimacy,R,6.0,69.0,60.0,60.0
CHIPS,R,6.0,28.0,60.0,60.0
Sick,R,6.0,62.0,60.0,60.0
Arkansas,R,6.0,55.0,60.0,60.0
Planet 51,PG,6.0,39.0,60.0,60.0
Transformers: Revenge of the Fallen,UA,6.0,35.0,60.0,60.0
Murder Mystery,12,6.0,38.0,60.0,60.0
Lockout,PG-13,6.0,48.0,60.0,60.0
Saw VI,A,6.0,30.0,60.0,60.0
Above the Law,A,6.0,45.0,60.0,60.0
Ricki and the Flash,PG-13,6.0,54.0,60.0,60.0
Dark Matter,R,6.0,49.0,60.0,60.0
Tuff Turf,A,6.0,37.0,60.0,60.0
Cowboys & Aliens,13,6.0,50.0,60.0,60.0
Raising Helen,PG-13,6.0,38.0,60.0,60.0
Ice Princess,U,6.0,55.0,60.0,60.0
The Shadow,U,6.0,50.0,60.0,60.0
Gojira ni-sen mireniamu,UA,6.0,41.0,60.0,60.0
She Came to Me,R,6.0,53.0,60.0,60.0
First Knight,U,6.0,57.0,60.0,60.0
Rebecca,18,6.0,46.0,60.0,60.0
The Spy Who Dumped Me,A,6.0,52.0,60.0,60.0
3000 Miles to Graceland,R,6.0,21.0,60.0,60.0
Daddy's Home 2,UA,6.0,30.0,60.0,60.0
The Alamo,U,6.0,47.0,60.0,60.0
Nim's Island,PG,6.0,55.0,60.0,60.0
The Boy,UA,6.0,42.0,60.0,60.0
Shaft,A,6.0,50.0,60.0,60.0
True History of the Kelly Gang,R,6.0,75.0,60.0,60.0
The SpongeBob Movie: Sponge Out of Water,PG,6.0,62.0,60.0,60.0
Jobs,UA,6.0,44.0,60.0,60.0
The Signal,PG-13,6.0,54.0,60.0,60.0
The Purge: Election Year,A,6.0,55.0,60.0,60.0
3 Men and a Baby,U,6.1,61.0,61.0,61.0
Rambo: Last Blood,A,6.1,26.0,61.0,61.0
Snow White and the Huntsman,UA,6.1,57.0,61.0,61.0
Broken Arrow,UA,6.1,61.0,61.0,61.0
The Expendables 3,UA,6.1,35.0,61.0,61.0
Red State,R,6.1,50.0,61.0,61.0
In a Valley of Violence,R,6.1,64.0,61.0,61.0
God's Pocket,R,6.1,51.0,61.0,61.0
Solomon Kane,R,6.1,48.0,61.0,61.0
Holidate,16,6.1,44.0,61.0,61.0
Finding 'Ohana,7,6.1,69.0,61.0,61.0
Splinter,R,6.1,58.0,61.0,61.0
Book Club,A,6.1,53.0,61.0,61.0
Starsky & Hutch,UA,6.1,55.0,61.0,61.0
Push,PG-13,6.1,36.0,61.0,61.0
Firestarter,UA,6.1,50.0,61.0,61.0
Blood Red Sky,18,6.1,43.0,61.0,61.0
Let Them All Talk,R,6.1,72.0,61.0,61.0
She's Funny That Way,R,6.1,45.0,61.0,61.0
The Cable Guy,UA,6.1,56.0,61.0,61.0
Mothering Sunday,R,6.1,66.0,61.0,61.0
Hansel & Gretel: Witch Hunters,A,6.1,23.0,61.0,61.0
Bring It On,PG-13,6.1,52.0,61.0,61.0
Critters,U,6.1,52.0,61.0,61.0
Along for the Ride,UA 13+,6.1,55.0,61.0,61.0
Speed Racer,U,6.1,37.0,61.0,61.0
Harley Davidson and the Marlboro Man,A,6.1,36.0,61.0,61.0
The Sea of Trees,PG-13,6.1,23.0,61.0,61.0
The Karate Kid Part II,U,6.1,55.0,61.0,61.0
Self Reliance,R,6.1,59.0,61.0,61.0
The Sacrament,R,6.1,49.0,61.0,61.0
Larry Crowne,UA,6.1,41.0,61.0,61.0
Rookie of the Year,PG,6.1,53.0,61.0,61.0
Jack Reacher: Never Go Back,UA,6.1,47.0,61.0,61.0
Jurassic World: Fallen Kingdom,UA,6.1,51.0,61.0,61.0
The Bronze,A,6.1,44.0,61.0,61.0
Cujo,UA,6.1,57.0,61.0,61.0
Jumper,UA,6.1,35.0,61.0,61.0
The Killer Inside Me,R,6.1,53.0,61.0,61.0
Wolf Creek 2,Not Rated,6.1,44.0,61.0,61.0
Bee Movie,U,6.1,54.0,61.0,61.0
Extract,R,6.1,61.0,61.0,61.0
Crawl,A,6.1,60.0,61.0,61.0
Vampires,A,6.1,42.0,61.0,61.0
The Kid Who Would Be King,PG,6.1,66.0,61.0,61.0
Mercury Rising,U,6.1,37.0,61.0,61.0
The Jewel of the Nile,U,6.1,53.0,61.0,61.0
Calvaire,A,6.1,52.0,61.0,61.0
Ironclad,R,6.1,42.0,61.0,61.0
The Wrath of Becky,R,6.1,51.0,61.0,61.0
Hitman's Wife's Bodyguard,A,6.1,32.0,61.0,61.0
Zoe,R,6.1,39.0,61.0,61.0
Hannibal Rising,A,6.1,35.0,61.0,61.0
Flight of the Phoenix,U,6.1,47.0,61.0,61.0
Surrounded,R,6.1,57.0,61.0,61.0
Hotel Artemis,A,6.1,58.0,61.0,61.0
Universal Soldier,A,6.1,35.0,61.0,61.0
Mile 22,A,6.1,38.0,61.0,61.0
The Watcher in the Woods,U,6.1,52.0,61.0,61.0
Terrifier 2,18,6.1,59.0,61.0,61.0
Stone Cold,R,6.1,42.0,61.0,61.0
The Huntsman: Winter's War,UA,6.1,35.0,61.0,61.0
Undisputed,UA,6.1,58.0,61.0,61.0
Snake Eyes,U,6.1,52.0,61.0,61.0
Sniper,R,6.1,45.0,61.0,61.0
The Promise,PG-13,6.1,49.0,61.0,61.0
The Last Voyage of the Demeter,R,6.1,52.0,61.0,61.0
Desperately Seeking Susan,A,6.1,71.0,61.0,61.0
Asphalt City,R,6.1,47.0,61.0,61.0
The Burnt Orange Heresy,R,6.1,57.0,61.0,61.0
Adult World,R,6.1,61.0,61.0,61.0
I Am Number Four,UA,6.1,36.0,61.0,61.0
Ride Along,PG-13,6.1,41.0,61.0,61.0
We Have a Ghost,UA 13+,6.1,53.0,61.0,61.0
To All the Boys: P.S. I Still Love You,13,6.1,54.0,61.0,61.0
Out for Justice,A,6.1,38.0,61.0,61.0
Gentlemen Broncos,PG-13,6.1,28.0,61.0,61.0
Resident Evil: Apocalypse,A,6.1,36.0,61.0,61.0
The Quiet,R,6.1,29.0,61.0,61.0
The Voyeurs,A,6.1,54.0,61.0,61.0
The Hunted,R,6.1,40.0,61.0,61.0
Lisa Frankenstein,PG-13,6.1,47.0,61.0,61.0
Alligator,A,6.1,62.0,61.0,61.0
Conquest of the Planet of the Apes,U,6.1,49.0,61.0,61.0
Van Helsing,UA,6.1,35.0,61.0,61.0
The Protégé,A,6.1,48.0,61.0,61.0
S1m0ne,U,6.1,49.0,61.0,61.0
The Switch,UA,6.1,52.0,61.0,61.0
Duplicity,PG-13,6.1,69.0,61.0,61.0
Dead Silence,UA,6.1,34.0,61.0,61.0
Wrong Turn,A,6.1,32.0,61.0,61.0
How to Be Single,A,6.1,51.0,61.0,61.0
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,6.1,60.0,61.0,61.0
The Girl in the Spider's Web,A,6.1,43.0,61.0,61.0
Knock at the Cabin,A,6.1,63.0,61.0,61.0
Evolution,UA,6.1,40.0,61.0,61.0
Trapped,R,6.1,42.0,61.0,61.0
ATL,PG-13,6.1,63.0,61.0,61.0
Bedazzled,UA,6.1,49.0,61.0,61.0
Rampage,UA,6.1,45.0,61.0,61.0
Youth Without Youth,R,6.1,43.0,61.0,61.0
Winter's Tale,A,6.1,31.0,61.0,61.0
28 Days,U,6.1,46.0,61.0,61.0
Gringo,UA,6.1,46.0,61.0,61.0
Superman Returns,U,6.1,72.0,61.0,61.0
A Mouthful of Air,R,6.1,52.0,61.0,61.0
A Million Ways to Die in the West,18,6.1,44.0,61.0,61.0
30 Minutes or Less,A,6.1,49.0,61.0,61.0
Orgazmo,NC-17,6.1,48.0,61.0,61.0
Sphere,A,6.1,35.0,61.0,61.0
Vacation,UA 16+,6.1,34.0,61.0,61.0
The Waterboy,U,6.1,41.0,61.0,61.0
The Best Little Whorehouse in Texas,A,6.1,40.0,61.0,61.0
Shirley,R,6.1,76.0,61.0,61.0
Father of the Bride Part II,U,6.1,49.0,61.0,61.0
Miami Vice,R,6.1,66.0,61.0,61.0
The Ones Below,R,6.1,63.0,61.0,61.0
The Forgiven,R,6.1,59.0,61.0,61.0
Work It,13,6.1,58.0,61.0,61.0
Inkheart,PG,6.1,49.0,61.0,61.0
Lou,UA 16+,6.1,51.0,61.0,61.0
Open Season,U,6.1,49.0,61.0,61.0
The Campaign,A,6.1,50.0,61.0,61.0
Harlem Nights,A,6.1,16.0,61.0,61.0
Ambulance,UA,6.1,55.0,61.0,61.0
Insidious: Chapter 3,A,6.1,52.0,61.0,61.0
Not Okay,R,6.1,62.0,61.0,61.0
K-9,U,6.1,44.0,61.0,61.0
The Crazies,A,6.1,63.0,61.0,61.0
The Golden Compass,UA,6.1,51.0,61.0,61.0
Never Say Never Again,UA,6.1,68.0,61.0,61.0
All the Old Knives,16,6.1,62.0,61.0,61.0
Dragonfly,UA,6.1,25.0,61.0,61.0
Ant-Man and the Wasp: Quantumania,UA,6.1,48.0,61.0,61.0
No Exit,A,6.1,54.0,61.0,61.0
Nanny McPhee and the Big Bang,U,6.1,52.0,61.0,61.0
The Invisible Woman,R,6.1,75.0,61.0,61.0
Personal Shopper,15+,6.1,77.0,61.0,61.0
Fools Rush In,PG-13,6.1,38.0,61.0,61.0
The Collection,A,6.1,38.0,61.0,61.0
A Perfect Pairing,UA 7+,6.1,55.0,61.0,61.0
Damsel,PG-13,6.1,46.0,61.0,61.0
Jimmy Neutron: Boy Genius,U,6.1,65.0,61.0,61.0
S.W.A.T.,PG-13,6.1,45.0,61.0,61.0
Love,A,6.1,51.0,61.0,61.0
Two Weeks Notice,UA,6.1,42.0,61.0,61.0
Lifeforce,Not Rated,6.1,50.0,61.0,61.0
American Pastoral,R,6.1,43.0,61.0,61.0
Knockaround Guys,R,6.1,30.0,61.0,61.0
Kandahar,R,6.1,52.0,61.0,61.0
"Yes, God, Yes",R,6.1,71.0,61.0,61.0
Romeo Must Die,A,6.1,52.0,61.0,61.0
RoboCop,UA,6.1,52.0,61.0,61.0
A Star Is Born,U,6.1,59.0,61.0,61.0
Mortal Engines,UA,6.1,44.0,61.0,61.0
Chennai Express,UA,6.1,45.0,61.0,61.0
Point of No Return,R,6.1,53.0,61.0,61.0
San Andreas,UA,6.1,43.0,61.0,61.0
Lightyear,U,6.1,60.0,61.0,61.0
Transporter 3,UA,6.1,51.0,61.0,61.0
The Pope's Exorcist,A,6.1,45.0,61.0,61.0
Sahara,PG-13,6.1,41.0,61.0,61.0
American Ultra,R,6.1,50.0,61.0,61.0
Middle School: The Worst Years of My Life,PG,6.1,51.0,61.0,61.0
Bug,R,6.1,62.0,61.0,61.0
The Doom Generation,R,6.1,48.0,61.0,61.0
Dear Evan Hansen,PG-13,6.1,39.0,61.0,61.0
10,A,6.1,68.0,61.0,61.0
Poms,PG-13,6.1,36.0,61.0,61.0
Mirrors,A,6.1,35.0,61.0,61.0
Amsterdam,UA 16+,6.1,48.0,61.0,61.0
Next Friday,R,6.1,41.0,61.0,61.0
Force of Nature: The Dry 2,R,6.1,58.0,61.0,61.0
Better Than Chocolate,R,6.1,59.0,61.0,61.0
The Invisible,PG-13,6.1,36.0,61.0,61.0
Justice League,UA,6.1,45.0,61.0,61.0
Anyone But You,R,6.1,52.0,61.0,61.0
Magic Mike,R,6.1,72.0,61.0,61.0
Windtalkers,A,6.1,51.0,61.0,61.0
The Lost City,UA,6.1,60.0,61.0,61.0
Freud's Last Session,PG-13,6.1,49.0,61.0,61.0
The Lesson,R,6.1,62.0,61.0,61.0
A Hologram for the King,R,6.1,58.0,61.0,61.0
Red Heat,A,6.1,61.0,61.0,61.0
The Noel Diary,UA 13+,6.1,63.0,61.0,61.0
The Tailor of Panama,R,6.1,66.0,61.0,61.0
Sausage Party,A,6.1,66.0,61.0,61.0
The Monuments Men,U,6.1,52.0,61.0,61.0
The Kid,U,6.1,45.0,61.0,61.0
Code 8,A,6.1,48.0,61.0,61.0
Broken City,A,6.1,49.0,61.0,61.0
Trolls World Tour,U,6.1,51.0,61.0,61.0
The Wedding Date,UA,6.1,32.0,61.0,61.0
27 Dresses,UA,6.1,47.0,61.0,61.0
Coriolanus,UA,6.1,79.0,61.0,61.0
Die Another Day,A,6.1,56.0,61.0,61.0
Fired Up!,UA,6.1,31.0,61.0,61.0
Poetic Justice,R,6.1,51.0,61.0,61.0
Upgraded,R,6.1,59.0,61.0,61.0
The House with a Clock in Its Walls,UA,6.1,57.0,61.0,61.0
Chasing Liberty,UA,6.1,46.0,61.0,61.0
The Edge of Love,R,6.1,39.0,61.0,61.0
The Replacement Killers,A,6.1,42.0,61.0,61.0
Antitrust,U,6.1,31.0,61.0,61.0
Marry Me,UA,6.1,51.0,61.0,61.0
The Two Jakes,UA,6.1,56.0,61.0,61.0
Crank: High Voltage,R,6.1,41.0,61.0,61.0
The Sentinel,UA,6.1,49.0,61.0,61.0
Babes,R,6.1,74.0,61.0,61.0
6 Underground,18,6.1,41.0,61.0,61.0
"Lyle, Lyle, Crocodile",U,6.1,51.0,61.0,61.0
My Little Pony: The Movie,UA,6.1,39.0,61.0,61.0
Heist,15+,6.1,37.0,61.0,61.0
Multiplicity,UA,6.1,53.0,61.0,61.0
Brightburn,A,6.1,44.0,61.0,61.0
The Lost Husband,PG-13,6.1,49.0,61.0,61.0
PAW Patrol: The Movie,All,6.1,50.0,61.0,61.0
Cleaner,R,6.1,49.0,61.0,61.0
April Fool's Day,UA,6.1,49.0,61.0,61.0
Divine Secrets of the Ya-Ya Sisterhood,A,6.1,48.0,61.0,61.0
Hit and Run,A,6.1,50.0,61.0,61.0
The Neon Demon,A,6.1,51.0,61.0,61.0
Ticket to Paradise,UA,6.1,50.0,61.0,61.0
A Good Old Fashioned Orgy,R,6.1,44.0,61.0,61.0
Dora and the Lost City of Gold,U,6.1,63.0,61.0,61.0
Shrek the Third,U,6.1,58.0,61.0,61.0
What Happens in Vegas,UA,6.1,36.0,61.0,61.0
Otherhood,R,6.1,38.0,61.0,61.0
Dog Gone,UA 7+,6.1,42.0,61.0,61.0
Men,A,6.1,65.0,61.0,61.0
The Car,A,6.1,21.0,61.0,61.0
Gunpowder Milkshake,A,6.1,47.0,61.0,61.0
Krull,U,6.1,45.0,61.0,61.0
Little Fish,R,6.1,77.0,61.0,61.0
The Sorcerer's Apprentice,PG,6.1,46.0,61.0,61.0
Please Don't Destroy: The Treasure of Foggy Mountain,R,6.1,49.0,61.0,61.0
The Mexican,R,6.1,43.0,61.0,61.0
Harry and the Hendersons,U,6.1,42.0,61.0,61.0
The Postman,A,6.1,29.0,61.0,61.0
Days of Thunder,U,6.1,60.0,61.0,61.0
I Kill Giants,16,6.1,74.0,61.0,61.0
Sky Captain and the World of Tomorrow,U,6.1,64.0,61.0,61.0
Beyond the Valley of the Dolls,A,6.1,60.0,61.0,61.0
In Secret,R,6.1,47.0,61.0,61.0
Mission: Impossible II,UA,6.1,59.0,61.0,61.0
Below,R,6.1,55.0,61.0,61.0
Day Shift,A,6.1,51.0,61.0,61.0
Mystery Men,PG-13,6.1,66.0,61.0,61.0
Sucker Punch,UA,6.1,33.0,61.0,61.0
The Strangers,R,6.1,47.0,61.0,61.0
Beautiful Creatures,16,6.1,52.0,61.0,61.0
The Rum Diary,A,6.1,56.0,61.0,61.0
That Awkward Moment,R,6.1,36.0,61.0,61.0
Teen Wolf,U,6.1,25.0,61.0,61.0
Wolf Creek,A,6.2,56.0,62.0,62.0
Butter,R,6.2,40.0,62.0,62.0
Grimsby,A,6.2,44.0,62.0,62.0
The Losers,A,6.2,44.0,62.0,62.0
Airplane II: The Sequel,U,6.2,48.0,62.0,62.0
Pearl Harbor,UA,6.2,44.0,62.0,62.0
Paper Towns,PG-13,6.2,56.0,62.0,62.0
Something from Tiffany's,UA 13+,6.2,46.0,62.0,62.0
Bride & Prejudice,U,6.2,55.0,62.0,62.0
Hitman,16,6.2,35.0,62.0,62.0
Kate,18,6.2,47.0,62.0,62.0
Master Gardener,R,6.2,63.0,62.0,62.0
Transcendence,UA,6.2,42.0,62.0,62.0
Red Lights,A,6.2,36.0,62.0,62.0
Spenser Confidential,18,6.2,49.0,62.0,62.0
Captain Underpants: The First Epic Movie,UA,6.2,69.0,62.0,62.0
I Came By,UA 16+,6.2,57.0,62.0,62.0
Copshop,R,6.2,61.0,62.0,62.0
Outlander,UA,6.2,40.0,62.0,62.0
The Belko Experiment,R,6.2,44.0,62.0,62.0
Final Destination 2,UA,6.2,38.0,62.0,62.0
Damien: Omen II,A,6.2,45.0,62.0,62.0
Soft & Quiet,R,6.2,82.0,62.0,62.0
Dark Shadows,A,6.2,55.0,62.0,62.0
Ghostbusters: Frozen Empire,PG-13,6.2,46.0,62.0,62.0
My Bloody Valentine,A,6.2,46.0,62.0,62.0
Daddy's Home,UA,6.2,42.0,62.0,62.0
The Eyes of My Mother,R,6.2,63.0,62.0,62.0
The Brady Bunch Movie,PG-13,6.2,54.0,62.0,62.0
Frozen,R,6.2,43.0,62.0,62.0
The Boondock Saints II: All Saints Day,R,6.2,24.0,62.0,62.0
Sang-froid,A,6.2,57.0,62.0,62.0
Emancipation,A,6.2,53.0,62.0,62.0
Road House,R,6.2,57.0,62.0,62.0
Parker,A,6.2,42.0,62.0,62.0
Animal,A,6.2,33.0,62.0,62.0
Rising Sun,A,6.2,56.0,62.0,62.0
Jersey Girl,UA,6.2,43.0,62.0,62.0
Anger Management,A,6.2,52.0,62.0,62.0
Farming,R,6.2,51.0,62.0,62.0
The Men Who Stare at Goats,R,6.2,54.0,62.0,62.0
